tree	mode	type	object	path
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	a3995af77e9da0c3015ff2c412e39cee4838a419	LICENSE
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	1b5ec8b78e237b5c3b3d812a7c0a6589d0f7161d	LICENSE-APACHE
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	31aa79387f27e730e33d871925e152e35e428031	LICENSE-MIT
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	0566b0ead471c50fc99ffed976eeda8f5efab1bf	README.md
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	f2ab3119f89f98516fb8fb53acaea80629b2066c	build.gradle.kts
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	8f9af6746bf20bcf91f14642495f8e55aa4733cc	gradle.properties
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	f70c2c2f12aa8a458c0e9c9b13e3a0f71d6572ca	gradle/npm/karma-webpack/LICENSE
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	f7618341af261238213180c54020b9fc00569779	gradle/npm/karma-webpack/lib/index.js
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	ed49b527b7714ba5b0b7ec4b8dc5d546864e4d85	gradle/npm/karma-webpack/lib/karma-webpack/controller.js
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	b44e9793a726aa764aa214d7e8a1e2d2d82e1aa5	gradle/npm/karma-webpack/lib/karma-webpack/framework.js
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	4733724fc8e94181452ad2ddc956ceea0b4cf207	gradle/npm/karma-webpack/lib/karma-webpack/preprocessor.js
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	1f990c4382a8c5e37e69e9f40851828bf6b516de	gradle/npm/karma-webpack/lib/karma/plugin.js
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	a40edb1e94632f3da9cb6afeffae1615e99460c1	gradle/npm/karma-webpack/lib/karma/validation.js
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	d6389fd10b07fd3173fccac77a59b334b374d27f	gradle/npm/karma-webpack/lib/utils/hash.js
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	b2de6569d258b1065e190a2ce8f8eab663d2169a	gradle/npm/karma-webpack/lib/webpack/defaults.js
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	34244c85f6640072ea408b878d05ab8aa9e06355	gradle/npm/karma-webpack/lib/webpack/plugin.js
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	e00ee87b5e1aebaec10dffbdcf07260151c4865e	gradle/npm/karma-webpack/package.json
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	f8e1ee3125fe0768e9a76ee977ac089eb657005e	gradle/wrapper/gradle-wrapper.jar
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	c61a118f7ddb21223f1a2fdd05f6aec1b9863aec	gradle/wrapper/gradle-wrapper.properties
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100755	blob	adff685a0348c64b2b64f0b302f1f82b28eeaaea	gradlew
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	c4bdd3ab8e3ccd2ac3a2bc0db0f856f16b79ef39	gradlew.bat
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	5f4567d648bad873101fee96146197a4ff798780	kotlin-js-store/wasm/yarn.lock
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	fa6e6621708cb8d91dc6dcee589a175bcabf845e	kotlin-js-store/yarn.lock
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	187fcd2983a74ee6926b8c1e5fe05dec648a21c9	settings.gradle.kts
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	src/commonMain/kotlin/io/github/kotlinmania/syn/.gitkeep
b6582fd6454f5d9508c6bd3c4148aea7abe6d8bb	100644	blob	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	src/commonTest/kotlin/io/github/kotlinmania/syn/.gitkeep
